asv	sample	count	relab
010ed335fb48d4dbc5903cabedb35bb9	448	840	0.007498058538414161
010ed335fb48d4dbc5903cabedb35bb9	449	204	0.0031532088537158404
010ed335fb48d4dbc5903cabedb35bb9	450	473	0.002316061618011419
010ed335fb48d4dbc5903cabedb35bb9	454	22	2.731155030290992e-4
010ed335fb48d4dbc5903cabedb35bb9	455	318	0.002627469449470788
010ed335fb48d4dbc5903cabedb35bb9	456	33	5.143471687526302e-4
010ed335fb48d4dbc5903cabedb35bb9	457	9	5.990415335463259e-5
010ed335fb48d4dbc5903cabedb35bb9	459	2078	0.02423380137146056
010ed335fb48d4dbc5903cabedb35bb9	460	456	0.0019474612536354745
010ed335fb48d4dbc5903cabedb35bb9	461	37	4.8611293585936887e-4
010ed335fb48d4dbc5903cabedb35bb9	462	165	0.002278501988510826
010ed335fb48d4dbc5903cabedb35bb9	464	51	0.001392757660167131
010ed335fb48d4dbc5903cabedb35bb9	469	110	0.0014182568334192883
010ed335fb48d4dbc5903cabedb35bb9	472	5	1.0612782034682572e-4
010ed335fb48d4dbc5903cabedb35bb9	473	325	0.0035118430152143846
010ed335fb48d4dbc5903cabedb35bb9	476	200	0.002680138831191456
010ed335fb48d4dbc5903cabedb35bb9	479	71	7.945300522599344e-4
010ed335fb48d4dbc5903cabedb35bb9	480	3	1.8058147234093782e-4
010ed335fb48d4dbc5903cabedb35bb9	491	580	0.010581045334306304
010ed335fb48d4dbc5903cabedb35bb9	492	742	0.010763919111033743
010ed335fb48d4dbc5903cabedb35bb9	494	38	3.813078860491486e-4
010ed335fb48d4dbc5903cabedb35bb9	495	163	0.0020346768858209236
010ed335fb48d4dbc5903cabedb35bb9	496	535	0.006372309634693951
010ed335fb48d4dbc5903cabedb35bb9	501	19	3.2568264797133993e-4
010ed335fb48d4dbc5903cabedb35bb9	509	618	0.006210992854343173
010ed335fb48d4dbc5903cabedb35bb9	510	221	0.0013287718180123738
010ed335fb48d4dbc5903cabedb35bb9	513	511	0.0048036699662521035
010ed335fb48d4dbc5903cabedb35bb9	516	1144	0.009537386722690477
010ed335fb48d4dbc5903cabedb35bb9	522	1700	0.02941787222260677
010ed335fb48d4dbc5903cabedb35bb9	526	172	0.004154388676875513
010ed335fb48d4dbc5903cabedb35bb9	527	137	0.0021678587252357746
010ed335fb48d4dbc5903cabedb35bb9	533	1235	0.014209121450595977
010ed335fb48d4dbc5903cabedb35bb9	542	1322	0.011468825096079605
010ed335fb48d4dbc5903cabedb35bb9	547	283	0.005545866076152776
010ed335fb48d4dbc5903cabedb35bb9	549	311	0.004655618927860362
010ed335fb48d4dbc5903cabedb35bb9	555	18	3.38931987647812e-4
010ed335fb48d4dbc5903cabedb35bb9	556	256	0.003913595156925994
010ed335fb48d4dbc5903cabedb35bb9	558	131	0.0021125624899209806
010ed335fb48d4dbc5903cabedb35bb9	559	348	0.003910991233985165
010ed335fb48d4dbc5903cabedb35bb9	562	307	0.004016379502073603
010ed335fb48d4dbc5903cabedb35bb9	565	94	0.0021198385314480303
010ed335fb48d4dbc5903cabedb35bb9	574	35	3.032429669291884e-4
010ed335fb48d4dbc5903cabedb35bb9	575	444	0.004927201704545455
010ed335fb48d4dbc5903cabedb35bb9	576	22	3.349165753257825e-4
010ed335fb48d4dbc5903cabedb35bb9	580	502	0.005526260747035965
010ed335fb48d4dbc5903cabedb35bb9	581	30	3.570280981113214e-4
010ed335fb48d4dbc5903cabedb35bb9	583	109	5.167517647783894e-4
010ed335fb48d4dbc5903cabedb35bb9	584	383	0.0036834715035872975
010ed335fb48d4dbc5903cabedb35bb9	587	73	0.0010296772737531032
010ed335fb48d4dbc5903cabedb35bb9	588	16	3.4885749171463456e-4
010ed335fb48d4dbc5903cabedb35bb9	598	48	7.364561118185863e-4
010ed335fb48d4dbc5903cabedb35bb9	613	209	0.0028744722111430495
010ed335fb48d4dbc5903cabedb35bb9	615	269	0.0032394807196705123
010ed335fb48d4dbc5903cabedb35bb9	617	29	2.4757546783226337e-4
010ed335fb48d4dbc5903cabedb35bb9	623	24	6.380263717566993e-4
010ed335fb48d4dbc5903cabedb35bb9	650	28	5.311681906134992e-4
010ed335fb48d4dbc5903cabedb35bb9	651	128	0.0013100123837108148
010ed335fb48d4dbc5903cabedb35bb9	652	85	9.07857776068869e-4
010ed335fb48d4dbc5903cabedb35bb9	653	122	0.0017346053772766695
010ed335fb48d4dbc5903cabedb35bb9	654	57	6.704778036558685e-4
010ed335fb48d4dbc5903cabedb35bb9	655	38	2.815357031724628e-4
010ed335fb48d4dbc5903cabedb35bb9	664	679	0.006673284258321949
010ed335fb48d4dbc5903cabedb35bb9	672	1736	0.016426482972663532
010ed335fb48d4dbc5903cabedb35bb9	673	690	0.007168682209200848
010ed335fb48d4dbc5903cabedb35bb9	676	118	0.0024735871205768907
010ed335fb48d4dbc5903cabedb35bb9	677	7	1.33541913083292e-4
010ed335fb48d4dbc5903cabedb35bb9	686	1200	0.020430748276155614
0140184280184a14134e2b58796032a6	462	1490	0.020575563411400797
0140184280184a14134e2b58796032a6	563	32	0.0013195332151251496
0140184280184a14134e2b58796032a6	617	3754	0.032048217456631604
0140184280184a14134e2b58796032a6	677	1477	0.028177343660574613
0143289d5cdfdd2e3bb02f2873055ab8	565	43	9.697133707687797e-4
014a2181d5894097c952877dc83b2fad	555	7	1.3180688408526023e-4
014a2181d5894097c952877dc83b2fad	587	10	1.4105168133604152e-4
014a2181d5894097c952877dc83b2fad	623	17	4.519353466609953e-4
014a2181d5894097c952877dc83b2fad	655	13	9.631484582215834e-5
014a2181d5894097c952877dc83b2fad	685	12	2.794141616410925e-4
014a2181d5894097c952877dc83b2fad	686	15	2.5538435345194517e-4
017cf8a6ac738c1a651c164f824ae728	460	8	3.416598690588552e-5
017f529e4a6af3a7948d08efe966832e	380	13	1.7982626016710009e-4
017f529e4a6af3a7948d08efe966832e	381	13	6.086997237439715e-4
017f529e4a6af3a7948d08efe966832e	382	16	2.447081854888046e-4
017f529e4a6af3a7948d08efe966832e	383	22	6.438207837054813e-4
017f529e4a6af3a7948d08efe966832e	386	18	8.914553999910854e-5
017f529e4a6af3a7948d08efe966832e	390	12	4.8549581259861634e-4
017f529e4a6af3a7948d08efe966832e	391	7	1.5730337078651685e-4
017f529e4a6af3a7948d08efe966832e	398	4	9.500961972399705e-5
017f529e4a6af3a7948d08efe966832e	399	5	8.161799513556748e-5
017f529e4a6af3a7948d08efe966832e	406	3	1.9007672763905697e-5
017f529e4a6af3a7948d08efe966832e	419	5	6.538084341288002e-5
017f529e4a6af3a7948d08efe966832e	422	19	6.320902225622942e-4
017f529e4a6af3a7948d08efe966832e	424	73	0.001180255775977753
017f529e4a6af3a7948d08efe966832e	429	24	8.043434546551378e-4
017f529e4a6af3a7948d08efe966832e	430	12	2.6670815460182694e-4
017f529e4a6af3a7948d08efe966832e	431	4	1.431383073895151e-4
017f529e4a6af3a7948d08efe966832e	454	30	3.724302314033171e-4
017f529e4a6af3a7948d08efe966832e	462	31	4.280821917808219e-4
017f529e4a6af3a7948d08efe966832e	474	24	9.501563799041926e-4
017f529e4a6af3a7948d08efe966832e	480	5	3.009691205682297e-4
017f529e4a6af3a7948d08efe966832e	492	133	0.0019293817274494444
017f529e4a6af3a7948d08efe966832e	501	14	2.3997668797888204e-4
017f529e4a6af3a7948d08efe966832e	511	3	5.056463846283499e-5
017f529e4a6af3a7948d08efe966832e	547	32	6.270943973034941e-4
017f529e4a6af3a7948d08efe966832e	555	18	3.38931987647812e-4
017f529e4a6af3a7948d08efe966832e	563	16	6.597666075625748e-4
017f529e4a6af3a7948d08efe966832e	565	38	8.569560020747355e-4
017f529e4a6af3a7948d08efe966832e	574	54	4.678605775478907e-4
017f529e4a6af3a7948d08efe966832e	575	11	1.220703125e-4
017f529e4a6af3a7948d08efe966832e	576	25	3.805870174156619e-4
017f529e4a6af3a7948d08efe966832e	588	15	3.270538984824699e-4
017f529e4a6af3a7948d08efe966832e	613	5	6.876727777854185e-5
017f529e4a6af3a7948d08efe966832e	615	20	2.408535851056143e-4
017f529e4a6af3a7948d08efe966832e	617	4	3.414834039065701e-5
017f529e4a6af3a7948d08efe966832e	623	160	0.004253509145044662
017f529e4a6af3a7948d08efe966832e	650	5	9.485146260955344e-5
017f529e4a6af3a7948d08efe966832e	651	37	3.786754546664074e-4
017f529e4a6af3a7948d08efe966832e	652	23	2.456556335245175e-4
017f529e4a6af3a7948d08efe966832e	653	80	0.0011374461490338817
017f529e4a6af3a7948d08efe966832e	654	27	3.175947491001482e-4
017f529e4a6af3a7948d08efe966832e	655	75	5.556625720509135e-4
017f529e4a6af3a7948d08efe966832e	664	95	9.336701097799487e-4
017f529e4a6af3a7948d08efe966832e	673	3	3.1168183518264554e-5
017f529e4a6af3a7948d08efe966832e	676	13	2.7251383531779307e-4
017f529e4a6af3a7948d08efe966832e	677	5	9.538708077378e-5
017f529e4a6af3a7948d08efe966832e	685	60	0.0013970708082054624
017f529e4a6af3a7948d08efe966832e	686	4	6.810249425385204e-5
018770835b4dd064ac19da5b337d25d1	381	2	9.364611134522639e-5
018770835b4dd064ac19da5b337d25d1	382	3	4.588278477915086e-5
018770835b4dd064ac19da5b337d25d1	391	2	4.4943820224719104e-5
018770835b4dd064ac19da5b337d25d1	393	18	4.3039548562957293e-4
018770835b4dd064ac19da5b337d25d1	394	55	5.222626316339224e-4
018770835b4dd064ac19da5b337d25d1	395	32	5.377157164221741e-4
018770835b4dd064ac19da5b337d25d1	405	63	0.001164919287735064
018770835b4dd064ac19da5b337d25d1	406	108	6.842762195006051e-4
018770835b4dd064ac19da5b337d25d1	407	129	0.0011735060540176664
018770835b4dd064ac19da5b337d25d1	418	66	8.969097382654309e-4
018770835b4dd064ac19da5b337d25d1	426	3	3.6401140569071166e-5
018770835b4dd064ac19da5b337d25d1	428	12	1.5420596777095274e-4
018770835b4dd064ac19da5b337d25d1	433	129	0.0015472820611236386
018770835b4dd064ac19da5b337d25d1	434	106	0.0015587547608193757
018770835b4dd064ac19da5b337d25d1	435	85	0.0013977504439913176
018770835b4dd064ac19da5b337d25d1	436	128	0.0018194223334091425
018770835b4dd064ac19da5b337d25d1	443	25	2.192520872798709e-4
018770835b4dd064ac19da5b337d25d1	446	37	7.426885324876051e-4
018770835b4dd064ac19da5b337d25d1	447	105	8.698389555305189e-4
018770835b4dd064ac19da5b337d25d1	448	216	0.0019280721955922126
018770835b4dd064ac19da5b337d25d1	449	18	2.782243106219859e-4
018770835b4dd064ac19da5b337d25d1	450	242	0.0011849617580523537
018770835b4dd064ac19da5b337d25d1	455	72	5.948987432764048e-4
018770835b4dd064ac19da5b337d25d1	456	124	0.0019326984522826103
018770835b4dd064ac19da5b337d25d1	457	42	2.795527156549521e-4
018770835b4dd064ac19da5b337d25d1	460	32	1.3666394762354208e-4
018770835b4dd064ac19da5b337d25d1	461	86	0.001129884121186641
018770835b4dd064ac19da5b337d25d1	464	7	1.911628161013709e-4
018770835b4dd064ac19da5b337d25d1	469	51	6.575554409489427e-4
018770835b4dd064ac19da5b337d25d1	473	4	4.322268326417704e-5
018770835b4dd064ac19da5b337d25d1	479	92	0.0010295318987030137
018770835b4dd064ac19da5b337d25d1	494	76	7.626157720982972e-4
018770835b4dd064ac19da5b337d25d1	495	15	1.872402042166494e-4
018770835b4dd064ac19da5b337d25d1	496	120	0.001429303095632288
018770835b4dd064ac19da5b337d25d1	498	9	1.3345987306483185e-4
018770835b4dd064ac19da5b337d25d1	509	34	3.4170510849137196e-4
018770835b4dd064ac19da5b337d25d1	510	6	3.607525297771151e-5
018770835b4dd064ac19da5b337d25d1	526	32	7.729095212791652e-4
018770835b4dd064ac19da5b337d25d1	527	128	0.002025444648395468
018770835b4dd064ac19da5b337d25d1	533	3	3.451608449537484e-5
018770835b4dd064ac19da5b337d25d1	549	15	2.2454753671352225e-4
018770835b4dd064ac19da5b337d25d1	556	51	7.796615351688503e-4
018770835b4dd064ac19da5b337d25d1	558	203	0.0032736655378164813
018770835b4dd064ac19da5b337d25d1	559	168	0.001888064733648011
018770835b4dd064ac19da5b337d25d1	562	258	0.00337532870206837
018770835b4dd064ac19da5b337d25d1	580	31	3.4126311386078665e-4
018770835b4dd064ac19da5b337d25d1	583	22	1.0429852133141803e-4
018770835b4dd064ac19da5b337d25d1	598	157	0.002408825199073293
0193e73a29324b93d91f4af22232bc86	459	40	4.6648318328124273e-4
0195d16e6e222463ccb22f36378ab9b1	455	10	8.262482545505622e-5
01abbe559bfb2295038ba94904d9f676	474	7	2.7712894413872284e-4
01abbe559bfb2295038ba94904d9f676	492	5	7.253314764847535e-5
01abbe559bfb2295038ba94904d9f676	511	7	1.1798415641328165e-4
01abbe559bfb2295038ba94904d9f676	617	82	7.000409780084688e-4
01ac754d908e26b8b25d2b890643766b	380	3	4.1498367730869255e-5
01ac754d908e26b8b25d2b890643766b	459	4	4.664831832812427e-5
01ac754d908e26b8b25d2b890643766b	511	5	8.427439743805832e-5
01ac754d908e26b8b25d2b890643766b	563	3	1.2370623891798277e-4
01ac754d908e26b8b25d2b890643766b	652	8	8.544543774765826e-5
01ac754d908e26b8b25d2b890643766b	673	4	4.155757802435274e-5
01b5eb86e3f9419a143bea109f1f7eaf	686	12	2.0430748276155613e-4
01c2dc0315d04d8b22acddf25b6d05df	391	9	2.0224719101123595e-4
01c2dc0315d04d8b22acddf25b6d05df	574	10	8.664084769405384e-5
01c2dc0315d04d8b22acddf25b6d05df	686	3	5.1076870690389034e-5
01d4e972653ed42726bae9cca2a9c191	653	45	6.398134588315584e-4
01d598f1b1dd557b1fe918137d03698f	380	292	0.004039174459137941
01d598f1b1dd557b1fe918137d03698f	381	18	8.428150021070375e-4
01d598f1b1dd557b1fe918137d03698f	382	235	0.0035941514743668174
01d598f1b1dd557b1fe918137d03698f	383	30	8.779374323256563e-4
01d598f1b1dd557b1fe918137d03698f	386	95	4.704903499952951e-4
01d598f1b1dd557b1fe918137d03698f	390	29	0.0011732815471133227
